sentimen	Tweet
-1	begal ampo aksi jahat darurat eh dipermasalahkano
1	polisi tangkap laku jarah fasilitas paluulawesi residivis narapida
-1	bang putus pekan palu donggala hindar kerepot kesusa
1	hire this dude run your social media i followed the other hoyt
-1	biar duit asing aseng kampanye ya kreatif banget nepunya muka lu
1	give away exo tbtb keluar teaser oktober kst mana ulang oktober give away kak
0	bangun umat taat zakat islam azab keras tolak pahala ya
0	militer kustom renung
-1	kau camni ra kawan ler biasala ra kena kacau sikit kak
-1	astagfirullah komnas ham jokowi kompas bohong bangun infrastruktur papua
-1	entar gua rp kenal user hanbin drgan ava anjing mau
1	seru nih lihat seru yuk intip live blued pasti blued versi bar
-1	mohon maaf maksimal akses bencana hambat doa dibe
1	tulis gambar lepas baca lega nak kongsi ra
0	chanel pliis suscribe like ya
0	jenderal kivlan zein bawa dokumen ronta pki dpr bravo jendralelamanyaa
0	iya
0	besok ya
0	kebo bule american traditional oldchool chopper tema motif cirebon kustomfest kustomfestcolorofdifference
0	wol ferry tragedy hubung denganpring day by bts a thread iheartawards bestfanarmy btsarmy
1	selamat lahir adik doa mak jaga lindung allah dosa adik mak
0	korban tsunami tohoku sebab gempar jepang jiwa mati korban antri
-1	kalo grup bts then work for ittream promo musik karya idol lo ken
0	batik asal amba titik makna tulis titik titik indah kain yuk lur
1	terima kasih ajar milik ditampakk
-1	innalillahi bunda malam pukul kelompok orangaat babak bur hei berani ib
1	kkmm berkerjasama pdrm tangan unit khas cadang kkmm bantu pdrm meningkatk
0	remeh marah orang sabar murka orang senang canda kecewa orang
0	informasi hadir unit pesawat terbang mesin motor harley davidson buat ketinggala
1	buku kopi pasang serasi pisah cinta kopi baca
0	ukm fc amp terengganu fc ii final challenge cup edisiulung tahniah ii b
1	program luncur gempa lombok asa banget hemat komunikasi minggu program berjal
-1	ribut kencang landa bandar klang papan iklan centro mall rebah pukul angin jalanraya naik
-1	cuplik video hoax mendagri cahyo kumolo alfa mart alfa mart tolong buka jaga inventarisir ngambil
0	allah nak musibah kenaelagi allah uji makna wenang
0	haloo bal malang yuk isi slott expo nih malang info rr by dm ya wajib dp
1	shawl kisah awak nak pakai cuma nak jehawl we go masjid together
1	kasih ruki sayang nyediain makan minum bak kakak hati gigit grauk ww
-1	gulen pakai tangan gel banget sekali adon kalis proofing jam gar
1	first giveaway rangka pengin heheyaratnya rt reply warna cream terang grey ongk
1	karyawan alfamart bangli tolak berita hoax ajak pileg pilpres aman damai sejuk tolakhoax
-1	rakyat indonesia duka musibah gempa amp tsunamiulteng palu amp donggala negara dunia duka
0	aloo salken
1	lets goo vote for nyman
1	exo tanda tanda comeback benar ultah janji
0	tulis anteque murni kriminal bodoh bacaaja atur fifa
-1	break berak kata berbeza maksud lepas
1	anyone please help me spread this news one of my family is there kurang makan bantu
-1	prabowo sila perintah mengaksesumber daya milik jasa coba prabowo danandiaga enggan
-1	astagfirullah komnas ham jokowi kompas bohong bangun infrastruktur papua
1	genius
1	hmm enak banget soto cateringnya mahal ah bayar cateringnya ngutang aruna
-1	lantas laku tahan sakit pergi luka
-1	jarah ambil hak orang izin alas apa alas laparakit miskin citra p
0	choi minho choi minho orang v
0	iya ati pakai helm biar kalo nabrak luka
1	president zhong chenle suka julid nct sukses gara gara dibayarinm chenle bayar kalo
1	marketing baik tahap dewa aliffyukri nursajat tampak benda
0	hatcher buru harta karun amp selam riset teliti bulan arsip lapor p
-1	sinetron janji raja mesir nolak bayar upah lembur raja munculungai darah banjir katak banjir nyamuk
0	kratonjogjaeusai dijamas kereta kanjeng nyai jimat masuk museum kembali semu
1	overall family mart bersih cuma bahagian masak udon teh nama benda staff kena jaga bersih area sit
1	jomblo akut desc gua pesona kadang gua pengin angkat badan
1	dalam hati rindu temu dengan tunggu tiba batakdukungjokowi
1	semangat passion tahan sampa
0	rachelvenya
1	pesan bang kait musibah palu donggala marigotongroyong
-1	njeglek ya jaman cmb deh pathcode tuh keren mv nya hun nyeker
-1	buku bahagia tuntas hubung paksa lepas orang
-1	mhon ijin adu ganti kwitansi bayar agustus september tolak tugas telkom pati rq
0	hahahahahaha
0	desa hilang bak tel bumi bangun timbun meter tanah duka rakyatulawesi
0	insyaallah mohon doa ya maz
-1	cek emak aing banget dendam bikin hati capek
0	harini nak makeup deh
0	anti kuali ya
0	bermimpilaheperti hidup hidup mati
1	kafir dunia indah adab ya hidup kafir
-1	aoaan kalo fix global bikin versi beta nya ca
0	askmf main main twitter ih jaman let me tell you honey a news that youve read on instagram
1	krt gila yaauju tuh beda musik antimainstream buka jalan tren musik kpop htt
-1	i never saw brett black out orang not be able remember the prior evening sih events nor did i ever sih brett act aggressiv
1	halo teman teman buku kisah dariumba ilustrator terbit gramediaerial gagas
1	sahabat sila saksi acara ilc indonesia lawyers club malam wib live tvoneilahkan sih
1	alhamdulillah konvoi tank bbm palu mndptkn awal ketat polisi riemoga
1	bonceng cimahi ciwidey aa
1	cinta monyet anak anak lucu konyol asa cinta tulus pakai modus teens kikies
0	beda rasuku agama pilih bijak mudah hasut berita hoax issuara politik uang
-1	kursi kantro kayak macet muter muter diri kayak
1	kecamatanonggon tanam bawang putih hektare ketinggial mdpl dibant
-1	tepi pantai gaza campur darah serta serang brutal peluru bom pasu zionis
0	desak tetap gempa tsunami paluebagai bencana nasional jokowi
1	tulis bagus latar orang libat janggal dalang gs culik
0	hidup faham orang orang faham benar orang faham
-1	sudirmanaid banding tangan gempa eraby jokowi fadli zon perintah tahap lemah v
0	gebacain story line enak ya dasar kaum gabut
1	luaar biasah tokoh kharismatik nu ribuanantri dukung prabowo asuh pondok pesantren attauhidiyah gi
0	capai bahagia parents allah tentu h
-1	doa owner fake account cacat umur hidup kau mintak maaf rayu rayu kat budak kau hina okekian
1	kumpul main kanak kanak bantu inisiatif kembara insani ngo sabun
-1	salfa selfi kayak eh ujung ujung nya negara kurang dana apbn memba
1	exo rilis teaser tanggal oktober pas ultah gue giveaway pulsa all operator menang
0	harga ikan kerapu bobara normal pasar sehat manado
0	giveaway pulsa kaget orang kak end malam
1	agustus kunjung palu rangkaianiasat on the road
1	selesai komunikasi kak ratna pesan mhn kasus besar media menggangu kelgnya
1	pimpin tinggi ppbm putus temu bekas calon tewas pilih raya mei samping orang lam
0	ai mak istri tni ku tanggulang korban pasca bencana n
-1	aku laku jarah keluarga perintah lamban bantu https
0	ons aksi harga ton teori friedrich engels industrieel filsuf sociaal ilmuwan jerman
1	jakarta ribu kilometer jarak palu donggala hati asa kota
1	sadumuk bathukanyari bumi toh pati harga hormat layak junjung jaga nya
0	js kagak ddh buka
0	coba cerita maksud tuju sikap
1	tni batalion palu donggala
0	tindak benah sesuai arah presiden siang undang stakeholder dud
0	rakyat korban raja makan angin london new york nak korba
0	sakit mingguni
0	bf post gambar pastu tengok deh delete hahaha
0	kapal musnah peluru pandu uss decatur jadi olperasi bebas layar kelmarin
-1	im not uke but okay kalo alesannya taken whats wrong with mpreg though probably seme
0	assalamualaikum teman palu butuh obat butuh pokok lsng
0	asi productivity organization organisasi produktivitas regional asia pasifik non profit non politik non
0	lihat sih jejak digital lait
-1	tmj berani nama chedet perangai baling batu sembunyi tangan lari perangai budak mata
0	hi assalamualaikum guys im selling kayak batik choco leleh homemade special for palamians chocolate sedap lazat
-1	rantai komenlu deh bego isi homoseksual
-1	kacau otak lu saudara bangsa kena musibah politisir orang teriak nkri harga mati tida
0	johor kedah kak awak orang kedah kak ha awat bahasa korang berbeza sikit kak sikit
0	cuba tegok lintas
1	giveaway alert senang banget banget banget exo comeback sayang goodbye kokobop era ada
0	indonesia sejati rukun tinggal
-1	astaghfirullahaladzim keji jahat laku perempua
-1	salah orba baik pki biar
-1	kau sibuk kat twitter jurucakap tuhan pergi munajat cepat twitter suspen
-1	jual masakan host kitchen faedah prank atta wahaayy muslim dalil jual racuunn pakai nya
-1	cakap musibah maksiat maksiat jenis zina maksud zina sedia bukti orang b
0	kaji orang orang bayar astro mahal mahal tengok free youtub
1	kali tangan gempa tsunami aceh gempa jogya tim gerak sistimatis
0	onton konserambil bantu korban palu donggala yuk
0	caption fizie hot fm zoomerz kuala terengganu oktober debar perlumbaan pusing petron
0	lantai
0	dekat biggest and last giveaway koreanthingy cek ombak ah coba pengin tiket konser
1	organisasi partai pki bubar nyata larang jeli
1	kongsi bang rak riders susah nk just tampal sahaja belakang kad kenal no cemas o
1	pancasila agam agam hormat dunia pancasilasakti harikesaktianpancasila
1	tonton gspki tonton wajib
0	sekretaris bpk roma doriss mps eng narasumber bimbing teknis kelola layan i
1	giveaway albumvt lulus amin jakarta album
1	wilujeng tepang the one and only panutan mas harionoemoga kah usia bahagia kelu
1	kawan ramai kawan takut cakap pasal kau tikam kau
1	alhamdulilah laskar lebak lomba baca kitab kuning tingkat dki jabar banten juaraatu bangga ust aji
1	bts modal mampu bagus sih hardworking teamwor
0	updatepalu bmhar rawan evakuasi korban gempa sunam palu kabar ratus jiw
0	fs lantai
1	dpr bentuk pansus dpr hak angket dana bencana nasional ungkap langgar uu kon
-1	hm kawan bodoh hm
0	bangun infrastruktur fisik jalan tol bandara l sungguh bangun adab
0	kustomfest luck draw mesin chopper n
0	kepada tahun
0	kopi rumah enak kopi beli seduh kedai kopi rahasia
0	tolong tangkap parent
0	orang bilang mie kuah mie rebus mie goreng rebus sih coba
0	lembut abu bakar and keras umar dakwah gambar tuhangat beza zaman suasana kak
0	prabowosandi innalilahi wa inailahi rojiun coba tubi tubi moga allah senantiasa jaga
1	twitter please ur magic mas hamish pakutopo mention mbak raisa mbak raisanya ketemu
-1	anak anak ku sungguh sungguh ajar tidur main phone whatapps buang wak
0	sbnrnya proses produksi tv yuk gabung dimk telekomunikasi tunas harapanimak info lengkap
-1	katai sih cowok katain gigolo kayak germo kayak kayak ba
-1	gue ajar tau tau lihat exo keluar shock asa nange
0	suka sebel kalo niat rumah dadak muncul matahari pas atas kepala mikir
-1	aruna besok coba mie pontianak yuk lho muslim makan makan halal sih iya pakai jilbab
0	benih jenis lumbu hijau lumbu kuning kembang tanamanan pasuk
1	ye cacat ye menang kadang alhamdulilah allah jaga hati dengki orang htt
0	eh benar
-1	masjid group ws kecoh benda je lgbt takde
0	awet muda mandi air hangat pori pori buka kulit segar kering pemanasairgas
0	ew post jaga perut ribu ungsi rawan palu
0	hati nurani bohongin pengin gantipresiden nyali pindah gerbong
-1	sungguh orang kampung orang kalo share base berani pakai akun
0	assalamualaikum bang syarat ane bantu teman ane caleg pks kab bogor davil a n mustakim pdi
1	giveaway album ikon nk sih versi random rules retweet twit like gapapa follow fol
1	iya sih ya
0	kak pas ngisi biodata telp rumah strip dikosongin ya
-1	pergi tolong pamit duluetidaknya tau alas pergi
1	merah putih pancasila bhinneka tunggal ika lem rekat bangsa indonesia mari rawat bersamaimak riah
0	ab woi avapeedometer ava bekas lindesan banini rapat ayok mutualan rep dnku tulis
1	gue mention saran dukung tahana koordina
1	kembang jenis batik sebar indonesia motif batik agam gantung
0	coba kalimat sabar ya jodoh ganti relain paham alasannyaeenggak
1	eris ayo ava nyapedo mutualan hype exo bareng rep ava ku jugapedo ab
1	amboi buka main eh hoseok jungkook amas favoriteocial artist
0	sayang
0	ojo dumeh trike custom chopper warna merah hadiah kostomfest kebo bule a
-1	hahaha beda jarah ambil harta benda paksa massal izin milik
0	cowok belitung upline hasil jualankin careet aman jam tangan gratis ya
0	selesai infus rumah sakit langsung konferensi pers orang media asing nasional memberika
-1	ah rumah ide ff mandet bilang sibuk bawaanya ngantuk mulu wkwkwk
1	anies lewat deh gempa lombok pemprov dki kirim miliar gempa palu kirim
0	ya bebas lo mau panggil gua ngikut
1	putus henti mencobaat putus gagal
1	haloo live ignya ignya jam ya kak kak n
-1	ramai orang berlumba lumba bodoh kat malaysia menyedihka
-1	kapai kampret dungu bantu temanm
-1	i would like quote and sayang you re a pumpkin spice loser
-1	cakap buat brader time gemok orang tinggal lek move on brader
1	gugup penasaran ketimbang gugup bantu salah staff jalan
0	sabar babe oneday sakit sesal babe chill sayang
-1	ajar degree master phd nak hormat mak cik cleaner cuci kolej susah bayang kit
-1	lulus lulus
0	trike custom chopper warna merah hadiah kostomfest kebo bule american trad
0	kisah bf kau bawa kau pergi jumpa parents nak kenal keluarga dunia lelaki
-1	nak lahir generasi lembab manja skill soal jenis
0	terus terobos bawa baru budaya bicara lestari budaya
0	woii
0	parfume favorite pakai zee akumah wangi suka parfume bau
0	bawa ember gayung sapu kursi plastik nder bawa toa suruh cewek lu teriak
0	ayat camni quran hadis
0	tipe orang yangusah moveon gantung cowoo nya kalo nyaktiin berapaa hari lup
1	egara negara maju oposisi sampai agama milik moral mulia
0	hopekook kencan theignature room mes sebuaheafood tower harga rp bew juta
0	kustomfest tampil motor kustom kapasitas ruang ya
0	oke entar kabarin ya coba cari ajaoalnya teman
0	doa hidup moga hikmah ber
1	an anniversary is a time celebrate joys of today the memories of yesterday and the hopes of tommorow happy gue
1	ext final
0	resmi karno nikah dewi aat karno dewi pacar
0	memb bentuk sperma abi lu bentuk abi
0	gwe lo
-1	peduli korban galang dana dll perintah sorot kali narasi koc
-1	marah geram campur heran penasaran rezim takut tetap status bencana
0	kustomfest tampil motor kustom kapasitas ruang
-1	biasa ngerusak thread teman anjir
0	perintah pusat lambat biar masyarakat jarah traktir kelir
1	sungguh rugi ajar iaitu ajar hadir kuliyyah
0	awak bosan jubah malaysiaaya tolong awak kekal cantik lawa jubah abaya ter
0	giveaway exo comeback woi nanti gueelama bayar huhu yaodah buatyukuran pulsa kak orang ya
0	kapasitas mobil capai unit kurang space digunaka
-1	baca komentar relevan cenderung bodo
-1	jumat ngeluh dokumen kompak ngupl
1	ice sharing from drayhazril beware lelaki skalian jaga leklok prevention is better tahan cure hati
0	pamer motor mobil kustom saji booth vendor hibur seni budaya band nama nama beken sepe
0	sih loh
0	gue enggak tau kado entar ulang
1	gara sist suka nyampahin enggak tau tau suka nontonin chanelnya
0	hai teman suka main pubg yuk join grup pubgindonesia kenal
0	serta asal penjuru nusantara negara thailand australia jepang
0	hayoo suka ngibul ekpresi lo bos pas teman bohong iyainaja senyuminaja yan
0	charlie guna ekosistem pupus je
0	terus tidur bangun bangkit tidur juang wujud mimpi
0	saing politik rakyat prestasi prestasi perintah jokowi
0	sampai cepat sih kata nyetir mobil tangki cepat ya butuh lokasi sih
0	lantas motor undi lulut wahyudi director kustomfest menjelask
1	pimpin kordinasikan jajar giat tanggulang bencana terustuktu
0	komen ya enak
1	sungguh gua erti film indonesia bagus tonton tau film aru
0	lagu enam wanita outspoken diri for vionabirthdayjingle
0	promo pulsa im telkomsel alfamidi
1	perintah izin korban gempa palu ambil barang minimarket perintah bayar barang ambil warga putus i
0	iyasihh gara lewat lucu kadang lookny kayak cewek ya enggak bisa mikir
0	sadar kokoh cinta mudah tutup buka mata batakdukungjokowi
0	warnaobellalipmatte danobellaminuteeyeshadow cantikkanobellacosmetics bedivabeautyss
1	kiri kanan drg widyawati mkm endang burni drteven cendera mata bicara t
-1	kena jarah kena gempa ha ha ha mata
0	guys tngok and baca gaji usaha penat biar benda orang hak kerja nk
0	hell ena
-1	benar tuju ucap buat aniaya pe
0	taat lihat anugerah taat buat maksiat tobat tunda nikmat syukur
